928,11/8/2021,Kile Cecere,Antidorcas marsupialis,8/30/2022,Bette Stivani,15
929,1/18/2021,Blayne Criple,Corvus brachyrhynchos,,Yoshiko Todman,16
930,11/24/2021,Kim Sworder,Porphyrio porphyrio,7/4/2022,Delainey Horbart,11
931,12/19/2023,Krysta Glaister,Streptopelia senegalensis,11/6/2021,Eugenia Iscowitz,11
932,1/3/2024,Miguel Chezelle,Ardea golieth,5/13/2024,Isak Handscombe,16
933,4/9/2023,Carlyle Ead,Marmota caligata,4/13/2023,Mayer Vallintine,13
934,5/21/2022,Cullie Mougenel,Spilogale gracilis,8/6/2024,Florry Yitzhak,7
935,4/27/2022,Elmer Assandri,Zalophus californicus,,Merilyn Tatem,18
936,6/2/2023,Loria Elmhirst,Uraeginthus granatina,,Windham Twiddy,20
937,3/9/2022,Demetre Bambery,Aegypius occipitalis,9/28/2024,Freemon Trawin,5
938,5/29/2020,Wilhelmina Vanyukov,Felis concolor,12/31/2020,Lynnelle Guise,14
939,12/25/2021,Thedrick Mugglestone,Tragelaphus strepsiceros,1/23/2024,Christin Brownsword,11
940,3/14/2020,Quill Kynder,Anthropoides paradisea,6/19/2022,Gisela Mebius,19
941,8/19/2023,Hayes Thuillier,Milvus migrans,,Tristan Galgey,12
942,10/15/2022,Erastus Fullwood,Pteronura brasiliensis,8/4/2020,Esme Rumin,6
943,3/4/2023,Brinna Cadman,Lorythaixoides concolor,5/14/2020,Darryl Evershed,19
944,1/3/2023,Randell Hornbuckle,Felis caracal,,Bobbye Pichmann,15
945,5/8/2022,Matias Keady,Tachybaptus ruficollis,12/12/2020,Elbert Ferron,19
946,2/23/2021,Elianora Isakowicz,Eubalaena australis,4/11/2020,Dalia Backshaw,7
947,5/22/2020,Janella Giacomozzo,Cervus elaphus,1/27/2022,Elie Macrow,9
948,9/12/2020,Urban Guerrier,Ctenophorus ornatus,12/15/2021,Maddie Atty,13
949,4/1/2020,Farrel Durtnal,Macropus rufus,3/23/2020,Felix Ditchett,9
950,4/28/2023,Cobb Floch,Trachyphonus vaillantii,12/5/2020,Elonore Kohnert,9
951,3/25/2023,Derron Littlefield,Acrantophis madagascariensis,,Case Lysaght,9
952,2/12/2022,Robin Tzar,Ratufa indica,11/16/2022,Kean Giovannilli,7
953,11/2/2021,Fayth Forker,Felis concolor,1/18/2023,Timmi Annetts,6
954,8/26/2021,Demetri Ziebart,Bubalus arnee,4/8/2023,Hamish Burdon,7
955,7/7/2022,Maynard Rochester,unavailable,,Adriano Lamba,12
956,7/2/2022,Maribeth Dowderswell,Meles meles,,Lem Bottini,10
957,2/8/2023,Janine Streetfield,Bucorvus leadbeateri,4/18/2024,Milissent Alison,12
958,12/8/2023,Hershel Dwerryhouse,Mephitis mephitis,7/30/2024,Debbi Littrell,8
959,2/11/2022,Bevan Patek,Naja haje,12/21/2021,Ellwood Densell,12
960,12/19/2021,Maje Giacobelli,Paroaria gularis,,Mellie Listone,15
961,12/1/2021,Garrick Barks,Varanus sp.,3/22/2021,Northrup Croad,17
962,4/8/2021,Goldarina Gilyott,Zenaida galapagoensis,,Nicky Gurnay,19
963,10/30/2021,Merell Krysiak,Vulpes chama,2/23/2023,Perrine Flew,17
964,1/17/2023,Jaine Birtonshaw,Anathana ellioti,,Heddie Hugonin,8
965,5/14/2023,Xever Agott,Cervus canadensis,7/3/2020,Richart Butlin,13
966,7/2/2021,Erastus Wanka,unavailable,,Lawton Pinks,17
967,9/7/2021,Ethelyn Lunbech,Procyon cancrivorus,8/29/2021,Jamil Elphee,12
968,6/17/2021,Jourdain McKall,Deroptyus accipitrinus,9/20/2022,Weber Geikie,14
969,5/17/2020,Tanitansy Ladloe,Laniaurius atrococcineus,12/3/2021,Susann Walters,15
970,5/10/2022,Fianna Jessett,Phalacrocorax carbo,8/15/2022,Demetris MacEnelly,19
971,3/29/2023,Celestyna Hagger,Geochelone radiata,9/7/2021,Blondell Emm,6
972,11/11/2020,Rodina Archambault,Plegadis ridgwayi,4/8/2022,Herby Dufall,16
973,5/12/2022,Jonathan Rayner,Hystrix cristata,1/13/2025,Jonie Monckton,5
974,2/20/2021,Britte Waadenburg,Colobus guerza,,Quinn Killock,16
975,3/11/2022,Jeremiah Kloska,Platalea leucordia,6/16/2020,Cornell Skidmore,18
976,12/28/2022,Selena Paoletto,Phalacrocorax niger,1/28/2023,Syd Antley,13
977,4/22/2023,Hilario Curragh,unavailable,1/8/2023,Rossy Favelle,10
978,1/22/2022,Julissa Haskins,Lutra canadensis,2/18/2021,Kassi Coke,9
979,8/6/2023,Robbyn de Keyser,Halcyon smyrnesis,12/24/2024,Willa Isgar,8
980,9/3/2020,Ulrica Dymick,Potos flavus,2/3/2024,Zedekiah Morstatt,14
981,6/9/2022,Aimil Kobelt,Cereopsis novaehollandiae,3/4/2024,Andreana Ratcliff,11
982,3/5/2021,Gunar Toppas,Varanus sp.,5/5/2021,Alvis Mepsted,9
983,6/26/2022,Ephrayim Kildahl,Papio ursinus,12/6/2024,Rikki Damrell,19
984,5/22/2022,Sella Cypler,Sterna paradisaea,4/30/2021,Herculie Sumpton,18
985,6/3/2020,Kipp Zamudio,Heloderma horridum,11/15/2023,Jarib Inston,6
986,7/13/2021,Webster Liversley,Corallus hortulanus cooki,5/16/2020,Farrel Coultass,17
987,1/17/2021,Elsey Elfe,Centrocercus urophasianus,11/4/2024,Curtice Eberts,8
988,8/17/2022,Carolyn Ingamells,Manouria emys,,Olvan Heaker,20
989,5/10/2021,Sofie Petrasek,Agkistrodon piscivorus,8/16/2023,Sam Taffurelli,8
990,8/31/2022,Colan Straneo,Rhea americana,9/7/2021,Atlanta Wiggam,13
991,6/5/2022,Murial Colmer,unavailable,3/3/2024,Gordan Tarquini,14
992,9/28/2021,Abagael Scuffham,Vombatus ursinus,2/1/2022,Marlena Paul,12
993,2/6/2023,Carroll Gooderham,Spermophilus armatus,3/17/2023,Suki Braams,19
994,7/1/2020,Bethanne Ableson,Actophilornis africanus,5/11/2020,Kermy Accombe,14
995,6/20/2021,Selia Franzettoini,Paraxerus cepapi,4/26/2020,Mehetabel Stendell,13
996,4/19/2022,Staford Gabbitus,Vulpes vulpes,11/12/2022,Violet Northcote,11
997,1/19/2024,Letty Bellson,Macropus rufogriseus,6/10/2022,Egon Bonnier,12
998,12/9/2022,Alonso Chettle,Calyptorhynchus magnificus,7/10/2022,Falkner Delgua,12
999,5/28/2023,Wynne Woolens,Crotalus triseriatus,3/31/2022,Cornie Behnen,18
1000,2/26/2022,Joane Inwood,Trachyphonus vaillantii,11/4/2024,Shaine Ghiraldi,10
